V8,V9,V10,USE_CMS,USE_TMS,USE_STMS,USE_ITS,USE_SWC,USE_LRS,USE_LIAC,USE_LLC,USE_OLC,USE_LSG,USE_LC,USE_LEC,USE_ILL,USE_LDB,USE_FPC,USE_CCL,USE_IR,USE_LCS,USE_PCR,USE_WALC,USE_EMS,USE_VPN,USE_AORO,USE_ERPSS,USE_CWS,USE_LWS,IMP_CMS,IMP_CMSS,IMP_TMS,IMP_STMS,IMP_ITS,IMP_SDAV,IMP_SWC,IMP_LRS,IMP_LIAC,IMP_LLC,IMP_LSSR,IMP_TSSR,IMP_LSSSR,IMP_TSSSR,IMP_SSCN,IMP_OLC,IMP_LSG,IMP_LC,IMP_LEC,IMP_ILL,IMP_LDB,IMP_FPC,IMP_CFCPS,IMP_SICP,IMP_SDB,IMP_CCL,IMP_IR,IMP_LCS,IMP_PCR,IMP_AWAC,IMP_PWAC,IMP_EMS,IMP_EMSF,IMP_VP,IMP_VPN,IMP_AORO,IMP_ERPSS,IMP_CWS,IMP_LWS,IMP_SII,IMP_ICDA,IMP_OCS,IMP_OLS,DS_CMS,DS_CMSS,DS_TMS,DS_STMS,DS_ITS,DS_SDAV,DS_SWC,DS_LRS,DS_LIAC,DS_LLC,DS_LSSR,DS_TSSR,DS_LSSSR,DS_TSSSR,DS_SSCN,DS_OLC,DS_LSG,DS_LC,DS_LEC,DS_ILL,DS_LDB,DS_FPC,DS_CFCPS,DS_SICP,DS_SDB,DS_CCL,DS_IR,DS_LCS,DS_PCR,DS_AWAC,DS_PWAC,DS_EMS,DS_EMSF,DS_VP,DS_VPN,DS_AORO,DS_ERPSS,DS_CWS,DS_LWS,DS_ICDA,DS_OCS,DS_OLS,INF_ATS,INF_ALS,INF_CDCN,INF_CERPS,INF_CITN,INF_CLN,INF_SSD,DAHD_F,DAHD_K,DAHD_RL,DAHD_RS,DAERPS_F,DAERPS_K,DAERPS_RL,DAERPS_RS,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,DAASC_F,DAASC_K,DAASC_RL,DAASC_RS,DAMMS_F,DAMMS_K,DAMMS_RL,DAMMS_RS,AP_CMS,UAP_IOUC,UAP_LC,UAP_OQ,OWN_LC,OWN_PDA,OWN_EBR,OWN_T,SKL_CMS,SKL_TMS,LRN_ERP,LRN_CMS,LRN_TMS,LRN_LDB,LRN_WP,LRN_SS,LRN_PP,LRN_WCT,LRN_G,LRN_V,LRN_OS,LRN_BUD,LRN_PIRO,LRN_OOO,LRN_WTS,LRN_SDD,LRN_SDOT,LRN_TE,Q23,YRS,FTIME,RANK,RANK_TEXT,TEN,ADIV,SEX,SEX_TEXT,AGE,RACE5_1,RACE5_2,RACE5_3,RACE5_4,RACE5_5,RACE5_6,HISP,COMMENT
2/8/2018 12:54,2/8/2018 13:00,1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,2,1,4,4,4,4,3,4,4,2,2,2,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,9,9,9,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,0,0,1,1,1,0,1,5,5,1,1,1,1,1,4,1,1,1,1,4,1,1,-99,1,1,1,1,1,2002,0,1,,1,52200,2,,42.5,1,0,0,0,0,0,0,
2/8/2018 11:17,2/8/2018 13:10,1,5,4,1,2,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,2,5,1,2,4,3,4,3,3,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,3,3,4,4,4,3,3,2,4,4,3,4,3,3,3,3,3,-99,4,3,3,9,9,9,9,9,9,9,9,9,9,9,9,4,2,3,2,4,4,4,9,9,9,9,9,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,1,1,1,1,0,4,3,2,3,3,2,1,1,2,3,2,2,2,1,1,4,2,4,4,3,1,2010,0,1,,1,20100,2,,47.5,1,0,0,0,0,0,0,
2/8/2018 13:16,2/8/2018 13:26,1,5,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,5,5,5,4,4,9,9,4,4,3,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,9,9,9,9,9,9,9,9,9,4,4,3,3,2,4,4,4,4,4,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,-99,4,4,4,4,4,4,9,9,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,3,4,3,4,4,4,4,4,4,3,9,9,9,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,0,0,0,1,1,1,1,3,3,3,4,3,2,1,1,2,3,2,2,2,3,3,3,3,3,3,3,1,2015,0,1,,1,60200,1,,57.5,1,0,0,0,0,0,0,
2/8/2018 11:09,2/8/2018 13:34,1,1,5,2,2,1,1,1,1,5,1,1,2,3,3,2,1,2,3,1,5,5,1,3,3,2,2,9,9,3,9,9,9,9,3,9,9,4,4,9,9,4,4,3,9,9,4,4,3,2,3,4,9,9,4,9,4,4,4,4,4,9,4,4,4,9,4,4,4,4,9,9,4,4,4,9,9,9,9,9,9,9,9,9,9,4,9,9,9,4,2,4,9,9,9,9,9,4,9,3,3,4,3,3,9,4,4,3,9,9,4,4,2,2,3,1,1,3,1,4,3,4,4,9,9,9,9,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,5,1,0,0,1,1,0,1,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,2,1,1,1,1,2014,1,2,,2,20100,2,,52.5,1,0,0,0,0,0,0,
2/8/2018 14:14,2/8/2018 14:29,1,3,2,2,2,1,2,1,1,2,2,3,1,1,1,2,1,-99,2,2,5,5,1,5,5,1,2,4,4,4,4,4,2,1,4,2,1,4,3,3,3,2,2,2,3,3,4,4,4,3,3,4,2,2,3,3,4,4,4,4,4,3,3,4,2,2,3,1,2,3,4,4,4,2,1,2,9,4,4,1,3,2,4,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,9,3,4,2,3,2,1,1,3,-99,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,9,9,9,9,3,3,2,2,9,0,0,0,1,1,0,1,4,3,1,3,2,3,1,2,2,1,1,1,3,4,3,4,2,2,2,2,1,2011,1,2,,2,45700,2,,52.5,0,0,0,0,0,1,0,
2/8/2018 9:14,2/8/2018 14:43,1,5,4,1,1,1,3,2,1,5,2,3,1,1,4,1,1,1,2,1,5,5,1,5,5,1,2,4,2,4,3,3,2,1,4,3,3,4,4,4,4,2,4,3,4,2,3,4,3,2,2,1,2,2,3,2,4,4,4,3,3,2,3,3,2,3,1,3,3,4,-99,-99,-99,-99,-99,-99,-99,3,3,-99,-99,-99,-99,-99,9,1,1,3,3,3,2,9,9,3,9,9,9,3,9,2,2,3,3,9,9,2,3,9,3,3,3,3,2,1,1,1,1,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,0,0,1,1,1,1,3,3,2,3,2,4,3,3,3,3,3,2,2,2,3,3,3,4,4,2,1,2016,0,1,,1,52200,2,,32.5,1,0,0,0,0,0,0,"For those entering FSU from other institutions outside the State system, MinuteMan is really unwieldy and somewhat archaic to use.  Also, getting a library card for use seems fairly onerous and not clearly explained also.  In fact, I received zero information upon hire and was surprised when I tried to use my ID and discovered it wasn't automatically connected to the library. / More instruction in the features of blackboard would be helpful too."
2/8/2018 14:47,2/8/2018 14:56,1,5,4,4,2,1,3,1,1,1,1,1,3,1,3,2,1,1,1,1,3,5,1,3,2,1,1,4,4,4,4,3,3,2,3,2,1,4,3,4,4,4,1,2,4,4,4,4,4,4,3,3,4,1,2,2,4,4,4,2,3,1,4,2,1,2,2,4,4,4,4,3,1,1,1,1,9,3,4,9,4,4,4,3,2,9,9,3,3,4,4,2,2,1,9,9,9,4,9,3,3,4,9,9,9,4,3,9,3,9,3,4,1,1,1,1,1,1,3,3,3,3,2,9,9,9,9,3,4,3,3,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,1,1,1,1,1,0,0,5,4,1,2,2,2,1,1,1,2,2,3,1,1,1,3,3,3,3,2,1,2005,0,1,,1,52200,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 15:35,2/8/2018 15:48,1,4,5,2,1,2,2,1,1,1,2,2,3,1,2,2,1,2,1,1,5,5,5,2,3,2,2,3,2,4,4,4,2,2,3,9,9,3,4,9,4,4,9,3,3,4,9,4,4,4,3,4,4,3,9,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,3,2,1,1,2,9,3,3,9,3,9,9,3,9,9,3,9,3,9,3,1,1,1,1,1,1,9,9,3,3,3,2,2,4,2,3,1,9,1,1,4,1,3,1,2,1,3,4,2,2,1,1,3,3,3,3,2,2,2,2,3,3,3,3,1,1,1,1,9,9,9,9,2,1,1,1,9,1,0,0,1,1,0,1,3,4,2,2,2,2,1,1,3,3,1,3,1,2,2,2,2,3,3,3,1,2009,1,2,,2,20100,1,,47.5,0,0,1,0,0,0,0,
2/8/2018 15:32,2/8/2018 15:53,1,4,4,2,1,1,2,1,1,3,1,2,2,2,2,3,1,1,3,1,5,5,1,3,5,1,1,4,2,4,4,2,1,1,2,1,1,1,1,2,2,1,3,1,2,2,2,2,3,3,3,3,3,1,2,1,4,4,4,3,4,2,3,4,1,1,3,4,4,4,4,4,3,4,9,9,9,4,4,9,9,9,4,2,2,4,4,4,4,4,4,4,4,4,9,3,9,4,9,-99,2,4,4,4,9,4,4,4,4,3,3,4,2,4,1,1,4,4,4,4,4,3,3,9,9,9,9,4,4,4,4,9,9,9,9,4,4,4,4,9,9,9,9,4,4,3,3,9,0,0,1,1,1,0,0,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,1,1,1,1,2001,1,3,,3,20100,1,,62.5,1,0,0,0,0,0,0,
2/8/2018 15:54,2/8/2018 16:06,1,5,5,2,2,1,2,2,1,2,2,1,3,2,3,2,1,1,1,1,5,5,-99,4,5,3,2,4,4,4,4,4,2,1,3,2,2,2,2,4,4,2,2,2,1,3,4,4,4,4,4,4,3,2,2,2,4,4,4,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,9,9,3,2,9,9,9,9,9,9,4,3,2,4,4,3,4,4,4,3,9,3,9,9,3,2,4,3,3,-99,3,4,4,4,3,4,3,3,3,3,1,2,2,4,4,4,4,4,9,9,9,9,9,9,9,9,4,3,4,4,4,4,4,4,9,9,9,9,4,4,4,4,9,0,0,1,1,1,1,1,4,4,3,3,3,3,1,1,1,3,3,3,2,3,3,2,4,4,4,2,1,2000,0,1,,1,45700,1,,57.5,1,0,0,0,0,0,0,
2/8/2018 15:59,2/8/2018 16:07,1,5,4,2,1,1,4,3,1,2,2,1,1,1,3,1,1,1,1,1,5,5,1,3,2,1,1,3,2,3,4,2,3,3,3,4,2,2,3,4,4,3,1,1,1,1,1,1,2,2,1,2,2,2,1,1,4,4,4,4,4,2,4,2,2,1,2,2,2,2,4,4,3,3,3,3,3,9,9,9,9,9,4,9,9,9,9,9,9,9,9,3,3,3,3,3,3,9,9,9,9,3,3,3,9,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,9,9,9,9,9,9,9,9,9,3,3,3,9,9,9,9,9,9,9,9,3,3,3,3,2,0,0,0,1,1,1,1,3,3,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,3,3,1,1,2011,1,2,,2,52200,1,,37.5,-99,-99,-99,-99,-99,-99,-99,
2/8/2018 16:11,2/8/2018 16:24,1,5,5,2,2,1,3,1,1,3,2,2,2,2,4,2,1,2,1,1,5,5,-99,5,5,2,3,4,3,4,4,4,2,2,3,1,1,4,4,3,3,2,4,3,3,3,4,4,4,4,4,4,2,3,3,2,4,4,4,4,4,-99,4,4,4,4,3,3,4,4,4,4,4,4,4,9,9,4,9,9,4,4,4,4,9,4,4,4,4,4,3,4,4,4,1,9,4,4,9,4,4,4,3,3,-99,4,4,4,4,4,4,4,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,4,0,0,1,0,1,0,1,4,3,3,4,3,4,2,2,3,3,2,3,2,4,3,3,4,4,4,2,1,1993,1,4,,3,20100,1,,62.5,1,0,0,0,0,0,0,
2/8/2018 16:56,2/8/2018 17:07,1,5,-99,1,-99,-99,4,-99,5,5,-99,2,4,2,4,-99,1,-99,2,1,1,5,-99,-99,5,5,5,4,4,-99,-99,4,-99,-99,4,-99,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,4,4,4,4,4,4,4,4,9,0,0,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,-99,4,4,4,1,2,4,4,1,1,1996,0,3,,1,60200,1,,67.5,1,0,0,0,0,0,0,I am very satisfied with the support at FSU for faculty and students
2/8/2018 17:33,2/8/2018 17:55,1,5,5,2,2,1,5,2,2,5,3,3,2,2,5,3,1,2,2,2,5,5,1,5,5,3,5,4,3,4,4,3,2,2,4,3,3,4,4,4,4,9,3,3,3,3,4,4,3,3,3,4,9,2,3,4,4,4,4,3,4,9,4,4,3,4,3,4,4,4,4,3,3,2,3,3,9,3,2,3,4,4,4,4,9,4,3,4,4,4,4,3,3,3,1,9,3,3,4,3,2,3,2,3,9,4,4,3,4,2,3,4,2,2,2,2,1,2,3,3,3,3,2,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,1,1,1,0,1,1,1,1,-99,3,2,3,3,4,1,2,2,1,1,1,2,4,4,3,3,3,3,2,1,2007,1,3,,3,45700,1,,42.5,1,0,0,0,0,0,0,"I am basically satisfied with the library services and online teaching services.  I wish that we had more database access and online journal access, but I understand the limitations of this university. /  / Below is a list of the things that I find difficult to deal with: / 1. myFramingham and DegreeWorks crashing every time we have advising and registration.  Especially during the first week of advising and registration. /  / 2. Approximately once a week, I cannot login to myFramingham, Blackboard, and/or my FSU email because of some odd occurrence that locks me out of the system.  I reported this a number of times during the fall semester.  Also, it is difficult to report this because you cannot open a ticket with the helpdesk without being able to login with your FSU login and password.  If that does not work and you cannot access your email, then how are you supposed to report an issue?  Especially if it is after hours when no one is answering the phone at the helpdesk. /  / 3.  There is ZERO training for how to use the audio/video equipment in the classrooms, and there aren't even any printed guides in the classrooms. /  / 4.  The response to audio/visual issues in classrooms (projector bulb replacement, projector repair, etc.) is SLOW. /  /  / "
2/8/2018 17:32,2/8/2018 17:57,1,5,2,1,2,1,2,2,1,3,3,3,1,2,3,2,2,1,2,1,2,5,1,5,5,3,4,4,4,4,4,4,9,3,4,3,2,2,2,9,2,3,3,3,-99,3,9,4,4,4,4,3,3,3,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,3,9,4,4,4,4,4,4,4,4,9,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,9,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,3,3,9,0,0,0,1,1,0,0,4,1,2,3,2,2,2,3,3,3,3,2,2,2,3,3,3,3,2,1,1,2011,0,1,,1,20100,1,,57.5,1,0,0,0,0,0,0,Robin Robinson is extremely helpful.
2/8/2018 19:24,2/8/2018 19:40,1,5,5,3,2,1,2,1,1,4,2,3,1,3,3,3,1,1,3,3,5,5,2,4,5,1,3,3,3,4,2,2,1,1,3,1,1,3,1,4,4,1,4,2,2,1,4,4,4,4,4,1,1,1,3,2,4,4,4,2,4,4,4,4,2,4,3,4,4,4,2,2,2,3,3,9,9,3,9,9,4,9,3,3,9,4,3,2,9,4,4,2,2,3,9,9,9,4,4,2,2,4,4,4,4,4,3,9,4,2,2,4,2,4,3,2,4,3,4,3,1,2,2,9,9,9,9,4,4,4,4,3,2,3,2,3,4,4,3,9,9,9,9,4,4,4,4,1,1,0,0,0,1,0,0,4,4,1,1,2,1,1,1,2,1,2,1,1,1,2,3,2,2,2,1,1,2007,1,3,,3,52200,1,,57.5,1,0,0,0,0,0,0,"faculty need: / 1.speedier accessibility to Blackboard in the classroom.  It's too slow right now for the whole class to do much of anything together.  I think it was much better before moving to the cloud. / 2.more experienced or expert Help Desk staff who focus on the task at hand and don't try to multi-task on other things while my computer is sitting there waiting for their next key input, or constantly have to ask their supervisor for help. / 3.More broadband width in classrooms.  Very difficult to plan to show even a short video clip from the web; can't rely on it for session planning, always have to have a backup plan. /  / On the other hand, tech support for equipment problems while a class is ongoing has gotten a lot better in recent years.  Thank you."
2/8/2018 19:46,2/8/2018 20:00,1,4,4,4,4,1,4,4,2,2,2,2,4,4,5,2,2,2,3,2,5,5,1,5,5,2,5,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,2,9,9,3,3,4,4,3,4,3,9,3,4,3,3,4,2,3,3,3,9,9,9,4,3,1,1,1,1,1,1,2,3,2,3,2,2,3,1,3,2,3,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,4,4,3,1,0,1,1,1,1,1,4,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2014,1,2,,2,20100,1,,27.5,0,0,0,0,0,1,0,
2/9/2018 9:03,2/9/2018 9:14,1,5,4,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,5,5,1,1,5,2,2,4,3,4,4,3,3,1,3,3,-99,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,-99,4,4,-99,4,4,3,3,3,4,4,-99,1,1,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,1,-99,1,-99,-99,4,4,4,4,-99,-99,4,2,3,2,2,2,3,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,4,3,4,4,9,9,9,9,3,3,3,3,9,0,0,0,1,1,1,1,3,3,-99,-99,4,3,3,3,3,3,4,3,3,3,3,4,3,4,4,2,1,2014,0,1,,1,20100,1,,57.5,1,0,0,0,0,0,0,
2/9/2018 9:31,2/9/2018 9:43,1,5,3,2,3,1,2,1,-99,4,3,3,3,2,5,3,1,1,3,2,5,5,3,5,5,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,9,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,3,4,9,3,4,4,2,2,3,2,4,2,2,3,3,4,3,3,4,3,3,-99,2,3,-99,3,3,2,3,3,9,9,9,9,4,3,3,4,4,4,4,3,3,4,4,4,9,9,9,9,3,3,3,2,1,0,0,0,1,1,0,1,4,3,2,3,2,2,1,1,2,1,3,3,2,2,1,2,3,3,3,2,1,2013,1,2,,2,45700,1,,-99,1,0,0,0,0,0,-99,
2/9/2018 9:29,2/9/2018 9:49,1,5,1,1,3,2,5,5,5,3,2,2,2,2,5,3,-99,2,2,1,1,5,5,5,5,5,5,4,3,1,1,4,2,2,4,4,4,3,3,4,4,2,3,2,2,2,3,4,4,2,4,2,2,2,2,1,3,3,4,3,4,4,4,4,4,3,2,3,4,4,4,4,9,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,9,0,0,0,1,1,0,1,5,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1981,0,3,,1,60200,1,,67.5,1,0,0,0,0,0,0,
2/9/2018 12:31,2/9/2018 12:50,1,5,5,4,1,1,1,1,1,3,1,2,1,2,4,1,1,2,2,1,5,5,1,5,5,2,2,4,3,4,4,3,4,1,4,9,9,9,9,9,9,4,4,2,2,3,4,4,2,2,4,9,4,4,4,9,4,4,4,9,4,9,4,4,4,4,4,4,9,9,1,1,1,1,9,1,9,9,9,9,9,9,9,9,1,4,9,3,3,4,3,9,9,3,9,9,3,4,9,4,4,4,4,4,9,4,2,9,9,1,2,4,3,3,3,1,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,3,4,3,9,9,9,9,3,2,1,1,9,0,0,1,0,1,0,1,3,3,2,2,2,2,2,2,2,2,4,4,2,2,2,4,1,4,4,2,1,2011,0,1,,1,52200,1,,47.5,1,0,0,0,0,0,0,
2/9/2018 13:30,2/9/2018 13:42,1,5,5,2,2,2,4,2,2,5,3,3,2,4,5,2,1,1,3,5,5,5,1,5,4,5,2,4,4,4,4,4,3,2,4,3,2,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,1,2,4,4,4,4,4,4,4,2,4,4,3,2,4,4,4,4,3,3,2,2,4,2,9,4,4,4,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,9,3,3,4,2,2,4,3,3,9,3,2,2,4,2,3,3,2,2,2,3,2,2,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,4,3,2,2,2,2,1,0,1,1,1,0,1,4,4,2,4,4,3,3,3,2,2,3,3,2,-99,3,3,3,4,4,1,1,2014,1,2,,2,45700,1,,57.5,1,0,0,0,0,0,0,Need MUCH more IT support for training and making content meet accessibility standards.
2/9/2018 16:43,2/9/2018 16:56,1,1,5,3,3,1,2,1,1,3,1,2,1,2,1,2,1,1,1,1,5,5,2,2,5,2,2,2,3,4,4,4,4,2,4,1,1,9,4,4,4,1,2,1,1,2,3,4,4,4,3,2,2,1,2,1,4,4,4,4,4,2,4,4,1,2,3,4,4,4,4,4,3,4,4,4,9,4,9,9,9,9,4,4,4,4,4,9,4,4,4,4,3,4,4,9,9,9,9,4,3,4,4,4,4,4,3,9,9,4,3,4,3,4,4,2,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,9,0,1,1,0,1,0,0,4,4,2,1,3,3,1,2,2,2,1,1,2,4,4,3,3,1,1,1,1,1978,1,4,,3,45700,1,,67.5,1,0,0,0,0,0,0,
2/9/2018 17:35,2/9/2018 17:51,1,5,5,1,2,1,3,1,1,3,1,3,1,3,4,2,1,1,3,1,5,5,1,5,5,1,5,4,4,2,2,4,9,9,4,4,2,4,9,4,4,9,4,1,4,4,4,4,4,4,4,3,1,1,4,1,4,4,4,4,4,1,4,4,1,3,1,1,3,4,3,2,1,2,3,9,9,4,1,9,4,4,3,9,9,2,4,2,9,4,3,3,9,4,4,9,9,4,9,2,2,2,4,4,4,4,4,9,4,9,2,3,2,3,2,1,4,4,4,4,3,4,4,9,9,9,9,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,0,0,1,0,1,0,1,4,-99,3,3,3,3,3,3,3,2,1,2,2,3,3,2,2,2,2,2,1,1997,1,4,,3,20100,2,,57.5,1,0,0,0,0,0,0,
2/9/2018 11:37,2/10/2018 8:58,1,5,5,2,3,1,2,2,1,2,1,1,1,2,2,3,5,2,1,1,5,5,3,3,4,2,2,4,3,4,4,3,3,2,2,3,1,9,9,9,9,4,4,3,3,3,3,4,4,4,4,3,4,3,3,9,4,4,4,4,4,4,4,3,2,2,3,4,4,3,4,4,4,3,4,4,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,3,1,3,3,3,4,4,4,4,-99,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,4,4,4,9,1,0,1,1,1,1,1,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,,-99,-99,-99,,-99,-99,-99,-99,-99,-99,-99,-99,
2/10/2018 14:59,2/10/2018 15:11,1,5,5,2,2,1,4,2,2,3,1,3,3,3,4,2,1,1,3,3,5,5,5,5,3,3,3,4,4,4,4,4,3,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,3,3,2,2,3,9,9,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,2,2,9,9,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,2,2,2,2,2,2,2,3,3,3,3,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,3,3,2,2,9,0,0,1,1,1,1,1,3,3,2,3,3,3,1,2,2,3,3,3,1,1,1,2,3,2,3,2,1,2003,1,3,,3,52200,1,,62.5,1,0,0,0,0,0,0,
2/10/2018 15:51,2/10/2018 16:04,1,2,5,2,2,1,2,1,1,1,1,1,2,1,3,3,1,1,1,1,5,5,1,5,5,3,3,2,2,3,3,4,4,2,4,4,1,4,4,4,4,4,4,1,2,3,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,9,3,3,4,3,3,3,3,3,3,4,4,3,4,3,3,3,1,4,3,4,4,4,3,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,0,1,1,1,1,0,1,4,2,3,4,4,3,3,3,4,4,4,1,2,3,4,4,4,1,3,1,1,2013,1,2,,2,45700,1,,47.5,1,0,0,0,0,0,0,
2/11/2018 14:01,2/11/2018 14:12,1,5,5,5,3,1,3,1,1,3,4,4,4,3,5,3,1,1,3,2,5,5,1,5,5,3,3,4,2,4,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,-99,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,-99,2,2,2,2,9,2,2,2,2,3,4,4,2,2,2,2,3,3,3,2,9,9,2,3,4,1,3,3,3,9,4,4,3,4,2,2,2,1,1,1,1,1,1,3,3,2,2,2,9,9,9,9,1,-99,2,2,3,2,2,2,4,3,3,3,4,9,9,9,3,2,3,3,2,1,0,0,1,1,0,1,3,3,3,3,3,4,2,2,3,3,-99,3,3,3,2,4,4,2,2,1,1,2002,1,3,,3,20100,1,,62.5,1,0,0,0,0,0,0,
